1657052025.366257459, 136527776, 1.000096875
1657052024.365432546, 135152702, 1.000085504
1657052023.364540103, 137237769, 1.000101284
1657052022.329367640, 135580784, 1.000166788
1657052021.328523501, 138133823, 1.000090619
1657052020.327661923, 141492783, 1.000087149
1657052019.326807840, 144254292, 1.000084454
1657052018.325952071, 135582065, 1.000084345
1657052017.325119843, 136572463, 1.000079674
1657052016.324126092, 139061985, 1.000107984
1657052015.323216849, 141346587, 1.000082929
1657052014.322400350, 136427614, 1.000082110
1657052013.321588013, 134781118, 1.000093493
1657052012.320801777, 136063080, 1.000092350
1657052011.320005613, 136273368, 1.000089545
1657052010.319182650, 140685828, 1.000094359
1657052009.318383791, 141099451, 1.000090949
1657052008.317061094, 138943815, 1.000108144
1657052007.315928350, 135058254, 1.000086219
1657052006.315083512, 137318822, 1.000083604
1657052005.314225793, 135602188, 1.000083839
1657052004.313354975, 142168670, 1.000094849
1657052003.312424609, 136043444, 1.000091633
1657052002.311612864, 136473273, 1.000107779
1657052001.310767222, 137405514, 1.000091923
1657052000.309745296, 135704124, 1.000095673
1657051999.308813228, 138688692, 1.000089790
1657051998.307921050, 142321336, 1.000086640
1657051997.307073717, 143948164, 1.000088879
1657051996.306306687, 136535335, 1.000087219
1657051995.305445059, 143694877, 1.000096739
1657051994.304644305, 135967306, 1.000092649
1657051993.303710888, 137305475, 1.000088154
1657051992.302888794, 136566732, 1.000095709
1657051991.302065355, 139373844, 1.000092580
1657051990.301257881, 147040896, 1.000092195
1657051989.300349639, 139464913, 1.000085749
1657051988.299181685, 138177083, 1.000102149
1657051987.298272238, 139018995, 1.000091254
1657051986.297326301, 138140860, 1.000095399
1657051985.296452138, 139608810, 1.000087114
1657051984.295633444, 138570443, 1.000081759
1657051983.294771606, 137520169, 1.000091269
1657051982.293794640, 140300510, 1.000114793
1657051981.292918918, 141527081, 1.000087708
1657051980.291959435, 139438342, 1.000089774
1657051979.291253119, 137690409, 1.000083040
1657051978.290335917, 139147276, 1.000084269
1657051977.289367610, 134914901, 1.000122509
1657051976.288351855, 135803501, 1.000102753
1657051975.287562425, 135388546, 1.000112789
1657051974.286681807, 138403115, 1.000133529
1657051973.285838624, 138772090, 1.000090284
1657051972.285090189, 136568914, 1.000090334
1657051971.284309110, 134673790, 1.000085699
1657051970.266769625, 137789700, 1.000132813
1657051969.265861462, 136852503, 1.000076385
1657051968.264978244, 135628343, 1.000083150
1657051967.264054497, 137573013, 1.000082269
1657051966.263128670, 137501265, 1.000099349
1657051965.262194913, 141727206, 1.000085439
1657051964.261310825, 139031664, 1.000090594
1657051963.260357688, 134597637, 1.000098294
1657051962.259206904, 136321103, 1.000093089
1657052276.795756042, 134322756, 1.000097689
1657052275.795045012, 136032832, 1.000081989
1657052274.794353282, 139901252, 1.000087184
1657052273.762872391, 140237922, 1.000101643
1657052272.762102512, 134955845, 1.000085428
1657052271.761242063, 139863454, 1.000086444
1657052270.760433439, 137997849, 1.000085379
1657052269.759617230, 138404570, 1.000091849
1657052268.758821711, 139967232, 1.000078499
1657052267.758035792, 140358165, 1.000087339
1657052266.757207993, 136606515, 1.000092304
1657052265.756363375, 139618044, 1.000090234
1657052264.755558376, 136537272, 1.000087029
1657052263.754588519, 143193535, 1.000088749
1657052262.753574463, 139541056, 1.000097184
1657052261.752276121, 138877452, 1.000142149
1657052260.751048598, 140671744, 1.000113304
1657052259.750192420, 136334004, 1.000102774
1657052258.749398431, 139809687, 1.000100754
1657052257.748462979, 138655467, 1.000099854
1657052256.747302040, 135658762, 1.000133868
1657052255.746423722, 140776714, 1.000084814
1657052254.745451055, 135433981, 1.000089880
1657052253.744527663, 139775468, 1.000093734
1657052252.743612916, 138552452, 1.000093349
1657052251.742830592, 137888113, 1.000086069
1657052250.742014693, 135339747, 1.000085239
1657052249.741198794, 137012711, 1.000079934
1657052248.740321026, 136564046, 1.000089129
1657052247.739458258, 138453768, 1.000104799
1657052246.738674545, 136743485, 1.000077703
1657052245.737834735, 139001034, 1.000083234
1657052244.737047296, 137426884, 1.000088589
1657052243.736211257, 138490370, 1.000092395
1657052242.735472417, 138014182, 1.000082005
1657052241.734606439, 138486301, 1.000080855
1657052240.733798026, 137029926, 1.000106568
1657052239.732774425, 133958654, 1.000116773
1657052238.731844887, 136706580, 1.000100465
1657052237.731035974, 136752587, 1.000087349
1657052236.729860190, 136458860, 1.000106199
1657052235.728839884, 139069186, 1.000080759
1657052234.727969342, 138591032, 1.000077993
1657052233.727142772, 135806015, 1.000084645
1657052232.726242570, 136255520, 1.000107989
1657052231.725380138, 139126208, 1.000086388
1657052230.724459314, 138170185, 1.000089949
1657052229.723409119, 143081073, 1.000119369
1657052228.722512167, 136710618, 1.000136348
1657052227.721678298, 136524623, 1.000094924
1657052226.720828160, 136128535, 1.000111833
1657052225.719964061, 139772232, 1.000087014
1657052224.719139322, 136117798, 1.000083055
1657052223.718267930, 138952354, 1.000080784
1657052222.717419407, 137656117, 1.000088783
1657052221.716565083, 134886904, 1.000086599
1657052220.715722839, 136112353, 1.000086430
1657052219.714789422, 140781053, 1.000095455
1657052218.713893680, 138091385, 1.000096644
1657052217.712737151, 139657257, 1.000111574
1657052216.711387955, 137164134, 1.000117843
1657052215.710396458, 137931397, 1.000098169
1657052214.709553455, 137271833, 1.000089809
1657052213.708506280, 136231229, 1.000081934
